internal_vendor_id,vendor_name_normalized,total_received_amount,vendor_revenue_percentile,vendor_revenue_robust_zscore,total_transaction_count,average_ticket_size,unique_mps_served,unique_states_served,primary_state,primary_activity,primary_mp_id,primary_mp_name,single_mp_reliance_pct,feature_generated_at
INTERNAL_VND_14099,GOLAM SAROWAR,249613.0,0.36997810251597624,-0.3037558958716866,1,249613.0,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_514,SMT SATABDI ROY (BANERJEE),100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14100,DADKA GRAM PANCHAYAT,249592.0,0.36993341377307054,-0.30379850407296444,1,249592.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_122,BHARATSINHJI SHANKARJI DABHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14101,AKLACHA GRAM PANCHAYAT,249585.0,0.3698887250301649,-0.30381270680672373,1,249585.0,1,1,GUJARAT,Providing drains and gutters for public drainage,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14102,GRAM PANCHAYAT KHAMBHALIYA,249573.0,0.36984403628725926,-0.30383705435031105,1,249573.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14103,GRAM PANCHAYAT LERIYA,249562.0,0.36979934754435356,-0.30385937293193277,1,249562.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14104,CSUBRAMANIAN,249559.0,0.3697323144299951,-0.3038654598178296,1,249559.0,1,1,TAMIL NADU,Construction of toilet blocks,INTERNAL_MP_388,DURAI VAIKO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14105,SRINATH GOWDA M S,249559.0,0.3697323144299951,-0.3038654598178296,1,249559.0,1,1,KARNATAKA,Construction of rooms and halls in school and colleges,INTERNAL_MP_173,DR.K.SUDHAKAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14106,THE GUJARVADA GRAM PANCHAYAT,249556.0,0.3696652813156366,-0.3038715467037264,1,249556.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_122,BHARATSINHJI SHANKARJI DABHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14107,ALAMPUR GRAM PANCHAYAT,249532.0,0.36962059257273094,-0.3039202417909011,1,249532.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14108,RAJYA PARIVARTIT YOJNA GRAM PANCHAYAT LAD,249531.0,0.36957590382982525,-0.3039222707528667,2,124765.5,1,1,CHHATTISGARH,Construction of buildings for community cultural activities,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14109,SHANTAPPA CHANNAPPA BARADENALA,249524.0,0.3695312150869196,-0.303936473486626,2,124762.0,1,1,KARNATAKA,Construction of community centers and community halls,INTERNAL_MP_171,RAMESH CHANDAPPA JIGAJINAGI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14110,GRAM PANCHAYAT JUJARPUR,249504.0,0.36948652634401397,-0.3039770527259382,1,249504.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14111,RAHUL K P,249500.0,0.36944183760110827,-0.30398516857380065,1,249500.0,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_182,M. MALLESH BABU,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14112,SHANTANU BORKAKOTY,249483.0,0.36939714885820263,-0.30401966092721605,1,249483.0,1,1,ASSAM,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_035,GAURAV GOGOI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14113,TANIK PAYUM,249476.0,0.36935246011529693,-0.30403386366097535,1,249476.0,1,1,ARUNACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_027,SHRI TAPIR GAO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14114,GRAM PANCHAYAT VADHAVI,249467.0,0.3693077713723913,-0.30405212431866585,1,249467.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14115,GRAM PANCHAYAT BAJIPURA VAGPURA,249459.0,0.36926308262948565,-0.30406835601439075,1,249459.0,1,1,GUJARAT,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_107,MITESH RAMESHBHAI BAKABHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14116,MAHENDRA SHETTY,249447.0,0.36921839388657995,-0.3040927035579781,1,249447.0,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_189,KOTA SRINIVAS POOJARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14117,G M ENTERPRISE,249432.0,0.3691737051436743,-0.30412313798746227,1,249432.0,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_533,ISHA KHAN CHOUDHURY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14118,VILLAGE LEVEL COMMITTE PRESIDENT POLLOPALLI GP,249431.0,0.3691290164007687,-0.30412516694942787,1,249431.0,1,1,ANDHRA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_021,MIDHUN REDDY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14119,NATARAJAN MANI,249409.0,0.369084327657863,-0.3041698041126713,1,249409.0,1,1,TAMIL NADU,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_392,CN ANNADURAI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14120,PIPALVADA GRAM PANCHAYAT,249389.0,0.36903963891495734,-0.3042103833519835,1,249389.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14121,SHRI SIMAR GRAM PANCHAYAT,249385.0,0.36899495017205164,-0.30421849919984595,1,249385.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14122,UMBA GRAMPANCHAYAT,249332.0,0.368950261429146,-0.3043260341840234,1,249332.0,1,1,GUJARAT,Providing supply pipelines for drinking water,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14123,BALADHA GRAM PANCHAYAT,249294.0,0.36890557268624036,-0.3044031347387166,1,249294.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14124,GRAM PANCHAYAT NIMACH,249291.0,0.3687938508289762,-0.3044092216246135,1,249291.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14125,GRAM PANCHAYAT SAHADA,249291.0,0.3687938508289762,-0.3044092216246135,1,249291.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14126,GRAM PANCHAYATA MATWA,249291.0,0.3687938508289762,-0.3044092216246135,1,249291.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14127,GRAM PANCHAYATA VAJELAW,249291.0,0.3687938508289762,-0.3044092216246135,1,249291.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14128,BALIYAWAD GRAM PANCHAYAT,249284.0,0.36868212897171204,-0.3044234243583727,1,249284.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14129,SHREE SIDHATRI ENTERPRISES,249282.0,0.36863744022880635,-0.304427482282304,1,249282.0,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_086,VIJAY BAGHEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14130,GRAM PANCHAYAT ASIR,249268.0,0.3685927514859007,-0.3044558877498225,1,249268.0,1,1,MADHYA PRADESH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_227,GYANESHWAR PATIL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14131,SHREE HARI TRADERS,249230.0,0.36854806274299506,-0.30453298830451575,5,49846.0,1,1,HARYANA,Construction of community centers and community halls,INTERNAL_MP_139,SATPAL BRAHAMCHARI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14132,CHANDAPPA S KAREKALLA,249229.0,0.36850337400008937,-0.30453501726648136,2,124614.5,1,1,KARNATAKA,Construction of community centers and community halls,INTERNAL_MP_171,RAMESH CHANDAPPA JIGAJINAGI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14133,RANA CONTRACTOR,249225.0,0.3684586852571837,-0.3045431331143438,1,249225.0,1,1,UTTARAKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_500,AJAY BHATT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14134,SARA GRAM PANCHAYAT,249216.0,0.36841399651427803,-0.3045613937720343,1,249216.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_116,RAJESHBHAI NARANBHAI CHUDASAMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14135,T LAKSHMI NARAYANA GBN,249199.0,0.36834696339991957,-0.3045958861254497,2,124599.5,1,1,KARNATAKA,Lighting of public spaces,INTERNAL_MP_173,DR.K.SUDHAKAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14136,T N NAGARAJ,249199.0,0.36834696339991957,-0.3045958861254497,2,124599.5,1,1,KARNATAKA,Lighting of public spaces,INTERNAL_MP_173,DR.K.SUDHAKAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14137,GRAM PANCHAYAT SINHOL,249191.0,0.36827993028556105,-0.3046121178211746,1,249191.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_107,MITESH RAMESHBHAI BAKABHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14138,GREEN CONSTRUCTION,249178.0,0.3682352415426554,-0.30463849432672757,1,249178.0,1,1,UTTARAKHAND,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_501,MALA RAJYA LAXMI SHAH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14139,VITTHALPURA AGRAM PANCHAYAT,249164.0,0.36819055279974977,-0.3046668997942461,1,249164.0,1,1,GUJARAT,Construction of footpaths and pedestrian ways,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14140,KAILASH SUBBA,249156.0,0.3681458640568441,-0.304683131489971,2,124578.0,1,1,WEST BENGAL,Street lights,INTERNAL_MP_518,RAJU BISTA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14141,A A CONSTRUCTION,249143.0,0.36810117531393843,-0.304709507995524,1,249143.0,1,1,WEST BENGAL,Providing drains and gutters for public drainage,INTERNAL_MP_543,SMT SAJDA AHMED,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14142,AGARVA GRAM PANCHAYAT,249119.0,0.3680341421995799,-0.30475820308269863,1,249119.0,1,1,GUJARAT,Construction of footpaths and pedestrian ways,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14143,TIMBA NA MUVADA GRAM PANCHAYAT,249119.0,0.3680341421995799,-0.30475820308269863,1,249119.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14144,BAL REDDY GUNDAVELLY,249112.0,0.36796710908522146,-0.3047724058164579,1,249112.0,1,1,TELANGANA,Construction of additional rooms and halls in the existing public and community building,INTERNAL_MP_405,MADHAVANENI RAGHUNANDAN RAO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14145,PATHPI REDDY RAMCHANDRA REDDY,249084.0,0.36792242034231576,-0.304829216751495,1,249084.0,1,1,TELANGANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_396,GODAM NAGESH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14146,GRAM PANCHAYAT GALALIYAWAD,249073.0,0.3678777315994101,-0.30485153533311676,1,249073.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14147,SAIYAT GRAMPANCHAYAT,249072.0,0.3678330428565044,-0.30485356429508237,1,249072.0,1,1,GUJARAT,Construction of footpaths and pedestrian ways,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14148,FERKUVA JUTH GRAM PANCHAYAT,249068.0,0.3677883541135988,-0.3048616801429448,1,249068.0,1,1,GUJARAT,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",INTERNAL_MP_112,JASHUBHAI BHILUBHAI RATHVA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14149,MARAI MATA CONSTRUCTION COMPANY,249039.0,0.36774366537069314,-0.3049205200399476,2,124519.5,1,1,MADHYA PRADESH,Construction of public toilets and bathrooms,INTERNAL_MP_239,VIRENDRA KUMAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14150,SARPANCH SACHIV GRAM PANCHAYAT BARWASAN,249031.0,0.36769897662778744,-0.3049367517356724,2,124515.5,1,1,CHHATTISGARH,Construction of common work sheds/ common covered sitting area,INTERNAL_MP_089,JYOTSNA CHARANDAS MAHANT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14151,AMEERAFZAL BAGEWADI,249009.0,0.3676542878848818,-0.3049813888989159,2,124504.5,1,1,KARNATAKA,Construction of community centers and community halls,INTERNAL_MP_171,RAMESH CHANDAPPA JIGAJINAGI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14152,GRAM PANCHAYAT DUNGARA,249000.0,0.3675872547705233,-0.30499964955660636,1,249000.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14153,SACHIV GRAM PANCHAYAT MOHARI,249000.0,0.3675872547705233,-0.30499964955660636,2,124500.0,1,1,MADHYA PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_223,DARSHAN SINGH CHOUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14154,JASWINDER STEELS,248986.0,0.3675202216561648,-0.30502805502412494,10,24898.6,1,1,PUNJAB,Construction of toilet blocks,INTERNAL_MP_329,DR DHARAMVIRA GANDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14155,DABHALI GRAMPANCHAYAT,248980.0,0.36747553291325913,-0.3050402287959186,1,248980.0,1,1,GUJARAT,Construction of footpaths and pedestrian ways,INTERNAL_MP_121,RAJPALSINH MAHENDRASINH JADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14156,ANIL KUMAR SAHOO,248960.0,0.3674308441703535,-0.30508080803523085,1,248960.0,1,1,ODISHA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_312,SAPTAGIRI SANKAR ULAKA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14157,DAKA RAJESHWAR REDDY,248954.0,0.36738615542744785,-0.3050929818070245,2,124477.0,1,1,TELANGANA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_398,KONDA VISHWESHWAR REDDY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14158,LAKHI BUILDING MATERIAL STORE,248950.0,0.36734146668454215,-0.30510109765488697,5,49790.0,2,1,PUNJAB,Development of playground,INTERNAL_MP_328,AMRINDER SINGH RAJA WARRING,70.19,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14159,SANDEEP WAGHMORE,248884.0,0.3672967779416365,-0.3052350091446173,2,124442.0,1,1,KARNATAKA,Construction of rooms and halls in school and colleges,INTERNAL_MP_171,RAMESH CHANDAPPA JIGAJINAGI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14160,ABDUK RAJAK,248820.0,0.3672520891987308,-0.3053648627104164,3,82940.0,1,1,ASSAM,Construction of rooms and halls in school and colleges,INTERNAL_MP_040,PRADYUT BORDOLOI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14161,GURURAJA R,248750.0,0.3672074004558252,-0.30550689004800924,1,248750.0,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_176,CAPTAIN BRIJESH CHOWTA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14162,MD SAHABAT HOSSAIN,248606.0,0.36716271171291953,-0.3057990605710573,1,248606.0,1,1,WEST BENGAL,Construction of rooms and halls in school and colleges,INTERNAL_MP_510,DR. SHARMILA SARKAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14163,DHARSAN GRAM PANCHAYAT,248592.0,0.36711802297001384,-0.30582746603857586,1,248592.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_123,DR. MANSUKH MANDAVIYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14164,PASVARI GRAM PANCHAYAT,248556.0,0.3670733342271082,-0.3059005086693378,1,248556.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_123,DR. MANSUKH MANDAVIYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14165,P R SONS,248500.0,0.36702864548420255,-0.30601413053941207,1,248500.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_108,GENIBEN NAGAJI THAKOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14166,M B SALES CORPORATION,248426.0,0.36698395674129686,-0.3061642737248673,1,248426.0,1,1,RAJASTHAN,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_331,BHAGIRATH CHAUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14167,GRAM PANCHAYAT BANDIBAR,248388.0,0.3669392679983912,-0.3062413742795606,1,248388.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14168,GRAM PANCHAYAT ZARIKHURD,248299.0,0.3668945792554855,-0.3064219518945,1,248299.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14169,GRAM PANCHAYAT LIMBASI,248295.0,0.3668498905125799,-0.3064300677423624,3,82765.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_118,DEVUSINH JESINGBHAI CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14170,MS NEW LUXMI ELECTRIC CO,248185.0,0.36680520176967424,-0.3066532535585797,4,62046.25,1,1,PUNJAB,Construction of community centers and community halls,INTERNAL_MP_320,MALVINDER SINGH KANG,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14171,K B MANJUNATHA,248106.0,0.36676051302676854,-0.30681354155386303,2,124053.0,1,1,KARNATAKA,Lighting of public spaces,INTERNAL_MP_173,DR.K.SUDHAKAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14172,SANTOSH BILLAWRIA,248000.0,0.3667158242838629,-0.3070286115222178,1,248000.0,1,1,JAMMU AND KASHMIR,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_148,JITENDRA SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14173,N MANJUNATHA,247960.0,0.36667113554095726,-0.3071097700008423,2,123980.0,1,1,KARNATAKA,Lighting of public spaces,INTERNAL_MP_173,DR.K.SUDHAKAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14174,JANARDHANA KULAL,247800.0,0.36662644679805156,-0.3074344039153401,1,247800.0,1,1,KARNATAKA,Construction of rooms and halls in school and colleges,INTERNAL_MP_176,CAPTAIN BRIJESH CHOWTA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14175,YAKIYAM PAYUM,247783.0,0.3665817580551459,-0.30746889626875545,1,247783.0,1,1,ARUNACHAL PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_027,SHRI TAPIR GAO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14176,SRINIVAS K,247759.0,0.3665370693122402,-0.30751759135593015,2,123879.5,1,1,KARNATAKA,Lighting of public spaces,INTERNAL_MP_173,DR.K.SUDHAKAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14177,A DEEPA,247716.0,0.3664923805693346,-0.30760483672045147,1,247716.0,1,1,ANDHRA PRADESH,Installing tube-wells and borewells,INTERNAL_MP_023,MADDILA GURUMOORTHY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14178,RABINDRANTH MONDAL,247699.0,0.36644769182642895,-0.3076393290738668,1,247699.0,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_514,SMT SATABDI ROY (BANERJEE),100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14179,MR VENKATA SUBBA REDDY SURAM,247659.0,0.36640300308352325,-0.3077204875524913,1,247659.0,1,1,ANDHRA PRADESH,Installing tube-wells and borewells,INTERNAL_MP_021,MIDHUN REDDY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14180,VAGHASI GRAM PANCHAYAT,247601.0,0.3663583143406176,-0.30783816734649677,2,123800.5,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_107,MITESH RAMESHBHAI BAKABHAI PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14181,PUNEETH M N,247588.0,0.3663136255977119,-0.3078645438520497,2,123794.0,1,1,KARNATAKA,Construction of community centers and community halls,INTERNAL_MP_180,SHREYAS. M. PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14182,VINOD S CHAVAN,247583.0,0.36626893685480627,-0.3078746886618778,1,247583.0,1,1,KARNATAKA,Construction of buildings for community cultural activities,INTERNAL_MP_178,PRALHAD VENKATESH JOSHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14183,KARAKHEDI,247500.0,0.36622424811190063,-0.3080430925050235,1,247500.0,1,1,MADHYA PRADESH,Purchase of furniture and fixtures for educational purposes,INTERNAL_MP_241,SHIVRAJ SINGH CHOUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_14184,BHUTARDI GROUP GR PANCHAYAT,247496.0,0.36617955936899493,-0.30805120835288596,1,247496.0,1,1,GUJARAT,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_113,JASWANTSINH SUMANBHAI BHABHOR,100.0,2026-08-26T10:44:17.312957+00:00
